Loan_ID,Loan_Amount,Loan_Term,Interest_Rate,Age,Income,Credit_Score,Loan_Status
L535,31738.882068168812,12,7.42,36,9839,478,0
L536,38103.432766461025,36,7.92,35,11812,534,0
L537,24803.360526694785,60,8.19,60,7689,359,0
L538,12567.810197945491,12,7.7,40,3896,527,0
L539,14371.045798728737,36,6.45,48,4455,538,0
L540,38684.08108156118,48,9.47,57,11992,383,0
L541,23922.710582126223,60,8.7,23,7416,340,0
L542,47819.614572470215,48,4.11,49,14824,737,1
L543,39596.98926585752,12,3.0,57,12275,828,1
L544,23816.258391024527,60,7.97,29,7383,404,0
L545,10983.93062731119,36,3.38,47,3405,836,1
L546,44774.4367421672,12,5.64,52,13880,681,1
L547,41432.483106368556,60,9.55,59,12844,392,0
L548,21090.437134026597,60,6.44,51,6538,514,0
L549,10277.475177272674,48,6.46,46,3186,516,0
L550,46209.92841005369,12,4.65,60,14325,788,1
L551,13351.685423330695,36,8.53,23,4139,450,0
L552,15090.40454465837,36,5.29,31,4678,673,0
L553,18690.424098279305,12,4.23,49,5794,748,1
L554,15222.663327542294,12,3.93,47,4719,721,1
L555,32413.07927847954,24,7.06,30,10048,506,0
L556,21296.88986828443,48,3.67,55,6602,776,1
L557,40058.28209396487,12,7.36,43,12418,525,0
L558,40396.99361110662,12,5.25,26,12523,686,0
L559,45855.08777304804,24,7.68,31,14215,405,0
L560,20806.56462442208,24,9.63,63,6450,375,0
L561,43742.173070878045,60,4.31,47,13560,815,1
L562,19216.23340584222,36,8.11,51,5957,486,0
L563,26029.17363635066,48,3.0,50,8069,831,1
L564,34448.57420530285,60,5.79,23,10679,574,0
L565,7348.427009989689,12,3.6,33,2278,838,0
L566,14809.75785902663,24,9.54,60,4591,317,0
L567,34971.157688892985,36,6.88,41,10841,584,1
L568,42484.101721494386,60,5.26,63,13170,601,1
L569,7593.589631920864,36,4.08,31,2354,798,0
L570,13683.945292526892,24,6.52,23,4242,556,1
L571,22254.95958819968,60,6.21,58,6899,518,0
L572,26567.886239804688,60,5.52,51,8236,656,1
L573,14451.691398048204,36,7.09,44,4480,555,1
L574,8248.431898394923,24,6.52,62,2557,573,0
L575,17696.87031466349,12,4.96,32,5486,633,0
L576,6971.005605174591,60,5.92,63,2161,667,0
L577,26593.69283158692,12,9.33,47,8244,314,0
L578,8703.27307855671,24,8.49,41,2698,478,0
L579,39242.14862885187,60,5.14,45,12165,744,1
L580,17883.968105084652,60,4.25,50,5544,702,1
L581,18635.585090742068,12,8.74,50,5777,387,0
L582,13564.589805534084,48,7.99,30,4205,393,0
L583,8035.527516191534,12,5.31,23,2491,694,0
L584,12877.48929933224,12,10.24,33,3992,327,0
L585,9780.698285464767,48,9.25,47,3032,374,0
L586,17042.028048189433,24,8.73,38,5283,353,0
L587,44200.24007501261,24,5.03,44,13702,620,0
L588,25858.204965793393,60,6.1,34,8016,533,0
L589,22319.47606765525,36,7.23,59,6919,529,0
L590,48277.68157660478,36,6.64,64,14966,631,0
L591,25722.72035893669,60,4.38,24,7974,771,1
L592,35409.869749190875,36,6.39,36,10977,616,0
L593,12364.583287660438,12,8.28,30,3833,400,0
L594,9648.439502580843,12,6.96,57,2991,547,0
L595,46445.413560066525,48,3.52,47,14398,779,1
L596,28980.802571443095,48,7.93,21,8984,520,0
L597,26922.726876810335,60,4.92,25,8346,638,1
L598,12203.292089021508,60,8.3,33,3783,447,0
L599,23174.319420441585,60,6.65,23,7184,595,1
L600,10271.023529327116,12,5.2,37,3184,706,1
L601,40816.35072756784,36,3.43,39,12653,777,1
L602,11832.322332151967,60,9.56,57,3668,323,0
L603,28493.703151553524,60,7.89,25,8833,485,0
L604,25238.846763019897,12,8.62,62,7824,469,0
L605,40338.9287795966,12,3.09,64,12505,843,1
L606,8293.593434013825,12,4.01,44,2571,737,0
L607,20322.691028505287,36,5.9,63,6300,600,1
L608,18509.777955803704,60,5.42,53,5738,663,1
L609,8332.303321687168,24,8.63,41,2583,476,0
L610,30074.356898215046,24,8.34,23,9323,443,0
L611,40038.92715012819,60,3.0,24,12412,822,1
L612,33867.9258902027,60,4.56,52,10499,780,1
L613,47538.96788683848,60,3.1,44,14737,791,1
L614,33074.37319289916,60,3.0,55,10253,785,1
L615,30774.360700308003,36,3.03,38,9540,784,1
L616,24448.519889689138,24,5.0,23,7579,736,1
L617,21193.66350115551,48,8.25,59,6570,494,0
L618,45097.01913944507,24,3.6,46,13980,765,1
L619,24809.81217464034,24,8.93,44,7691,375,0
L620,39758.280464496456,12,8.08,21,12325,459,0
L621,12771.037108230545,60,3.6,54,3959,789,0
L622,32355.014446969526,60,7.77,32,10030,399,0
L623,22987.221630020424,60,7.55,37,7126,415,0
L624,39432.472243245815,12,5.02,41,12224,679,0
L625,18587.19773115039,36,9.7,41,5762,362,0
L626,15438.79353371846,36,7.41,23,4786,431,0
L627,11425.86851158186,48,6.2,64,3542,547,0
L628,11854.903099961417,36,4.49,48,3675,694,1
L629,47784.13050876965,36,4.87,45,14813,710,1
L630,6558.100136658928,60,3.62,64,2033,727,0
L631,45655.08668673576,24,6.53,26,14153,625,0
L632,15480.729245364582,36,3.0,62,4799,845,1
L633,30632.424445505745,36,5.17,50,9496,674,1
L634,12435.551415061567,12,5.82,52,3855,597,0
L635,44748.630150384975,48,5.82,42,13872,578,1
L636,28784.0273091036,12,5.91,58,8923,595,1
L637,15112.98531246782,60,4.13,34,4685,826,1
L638,9861.343884784232,24,7.64,54,3057,414,0
L639,28832.414668695277,48,3.0,63,8938,792,1
L640,20971.08164703379,12,8.4,46,6501,356,0
L641,30958.232666756387,36,8.67,60,9597,441,0
L642,27648.537270685527,36,3.87,33,8571,708,1
L643,42429.26271395715,48,8.58,50,13153,377,0
L644,20606.563538109804,36,9.71,39,6388,301,0
L645,25877.559909630065,12,9.46,62,8022,334,0
L646,14925.88752204666,12,3.96,61,4627,694,1
L647,18774.295521571552,36,7.14,59,5820,517,0
L648,29829.19427628387,36,8.44,23,9247,366,0
L649,43061.524212621756,60,8.22,51,13349,368,0
L650,18203.324678389734,24,7.15,32,5643,523,0
L651,26422.72416102965,48,5.86,35,8191,660,1
L652,18587.19773115039,12,5.03,58,5762,757,1
L653,25764.656070582812,48,7.04,60,7987,593,1
L654,39751.82881655089,60,5.61,34,12323,625,1
L655,34832.447258063505,12,7.76,55,10798,502,0
L656,14048.463401450876,60,6.57,36,4355,596,1
L657,40293.7672439777,60,6.45,44,12491,560,0
L658,45509.924607960726,36,3.0,37,14108,817,1
L659,46667.99541418825,48,8.0,38,14467,431,0
L660,10751.67130127113,48,6.81,62,3333,624,0
L661,19380.75042845393,36,9.15,37,6008,367,0
L662,14429.110630238752,48,8.0,36,4473,425,0
L663,26267.884610336278,36,5.46,41,8143,692,0
L664,44351.8538017332,12,5.24,44,13749,701,1
L665,18493.64883593981,60,5.85,54,5733,635,0
L666,13180.71675277343,60,9.8,56,4086,328,0
L667,17258.1582543656,48,9.49,63,5350,344,0
L668,34087.28192035164,24,9.54,47,10567,400,0
L669,12748.456340421093,60,7.08,59,3952,525,0
L670,18419.4548845659,36,4.83,37,5710,718,1
L671,39613.11838572141,24,6.56,45,12280,561,1
L672,11912.967931471432,24,6.44,58,3693,591,1
L673,44345.40215378765,60,8.02,62,13747,511,0
L674,46684.12453405214,60,3.87,41,14472,755,1
L675,33106.63143262694,60,6.93,24,10263,535,0
L676,12174.2596732665,36,3.11,45,3774,833,1
L677,8300.04508195938,24,8.82,50,2573,368,0
L678,27371.116409026563,48,7.45,53,8485,545,0
L679,21496.890954596704,36,6.39,59,6664,536,0
L680,22771.091423844256,12,5.75,46,7059,630,1
L681,23748.516087596177,60,6.2,45,7362,662,1
L682,19567.84821887509,24,3.0,36,6066,830,1
L683,27325.954873407663,36,3.08,44,8471,764,1
L684,26171.10989115292,12,6.56,25,8113,528,0
L685,44835.72739764999,36,4.37,62,13899,808,1
L686,33367.923174422016,36,4.29,59,10344,681,1
L687,23787.22597526952,48,7.57,33,7374,426,0
L688,35225.997782742495,48,8.1,50,10920,413,0
L689,40229.250764522134,36,7.39,27,12471,542,0
L690,37884.076736312076,12,8.58,37,11744,444,0
L691,18267.84115784531,24,3.57,47,5663,738,1
L692,44384.11204146099,24,6.53,55,13759,637,1
L693,46655.092118297136,60,4.27,25,14463,707,1
L694,28045.313619337296,60,7.35,62,8694,467,0
L695,26261.43296239072,24,7.57,25,8141,466,0
L696,26729.17743844362,36,3.49,44,8286,832,1
L697,26322.723617873515,36,7.87,27,8160,464,0
L698,46890.57726830998,48,7.47,27,14536,561,1
L699,42897.007190010045,48,6.75,34,13298,560,1
L700,36100.1960793655,60,8.41,35,11191,474,0
L701,29490.482759142116,24,7.84,25,9142,395,0
L702,22648.51011287867,36,6.14,57,7021,656,1
L703,28613.058638546332,24,4.66,24,8870,669,1
L704,26800.14556584475,12,7.84,50,8308,441,0
L705,36535.68231569062,24,7.44,40,11326,466,0
L706,21748.505224473436,12,5.57,46,6742,618,1
L707,16596.864339945983,48,6.54,29,5145,634,1
L708,32719.53255589351,48,3.85,50,10143,773,1
L709,15209.760031651178,60,7.61,64,4715,444,0
L710,34016.31379295052,24,8.8,42,10545,353,0
L711,23848.516630752314,24,8.97,60,7393,421,0
L712,37077.62074311742,12,8.42,61,11494,423,0
L713,19619.46140243955,48,7.7,64,6082,466,0
L714,18487.197187994254,12,10.47,50,5731,321,0
L715,47784.13050876965,48,7.3,40,14813,575,0
L716,34519.54233270398,12,5.3,48,10701,707,1
L717,11409.739391717967,48,3.9,27,3537,781,1
L718,32555.015533281803,12,5.38,24,10092,598,1
L719,7022.618788739049,48,6.84,48,2177,576,0
L720,14116.205704879227,12,6.49,55,4376,621,0
L721,31413.07384691817,24,9.15,53,9738,414,0
L722,35458.257108782556,60,6.65,27,10992,571,1
L723,28487.251503607964,12,8.02,29,8831,467,0
L724,16912.995089278287,60,4.86,54,5243,735,1
L725,18277.518629763643,24,7.34,59,5666,563,1
L726,9474.245008050797,24,5.85,62,2937,549,0
L727,16216.217111158106,48,4.24,54,5027,761,1
L728,12967.81237057004,60,4.14,33,4020,738,1
L729,41851.84022282978,36,6.28,49,12974,641,1
L730,29684.032197508834,48,3.33,55,9202,765,1
L731,44297.014794195966,60,9.98,30,13732,357,0
L732,12819.424467822224,12,9.07,50,3974,304,0
L733,37774.3987212376,12,5.75,64,11710,564,1
L734,41487.32211390579,24,6.47,46,12861,548,0
L735,10509.734503312733,36,9.69,55,3258,394,0
L736,29200.15860159204,12,4.44,48,9052,756,1
L737,16483.96050089873,60,4.98,49,5110,616,0
L738,36884.07130475071,60,7.9,26,11434,418,0
L739,15332.341342616766,12,6.66,23,4753,501,0
L740,25142.07204383654,60,8.23,49,7794,352,0
L741,15080.727072740034,60,5.95,22,4675,616,1
L742,44722.823558602744,24,6.6,42,13864,543,0
L743,7803.268190151474,36,8.94,47,2419,393,0
L744,34980.83516081132,24,5.82,42,10844,579,0
L745,15712.988571404643,36,9.4,30,4871,391,0
L746,43345.39672222627,60,9.18,39,13437,337,0
L747,9248.437329956294,36,4.69,44,2867,712,0
L748,46451.86520801208,60,7.31,47,14400,542,0
L749,42513.13413724939,60,4.67,56,13179,663,1
L750,33435.665477850365,24,8.61,63,10365,363,0
L751,32271.143023677283,24,6.68,37,10004,500,0
L752,21716.24698474565,48,6.59,30,6732,606,0
L753,37906.657504121526,12,6.9,37,11751,474,0
L754,19764.623481214585,48,3.02,64,6127,847,1
L755,21264.631628556643,48,9.15,30,6592,398,0
L756,13683.945292526892,36,7.08,30,4242,525,0
L757,47790.58215671521,60,3.04,58,14815,848,1
L758,14477.497989830432,60,5.6,37,4488,572,0
L759,11329.093792398502,60,8.13,46,3512,485,0
L760,24567.875376681946,12,4.45,46,7616,751,1
L761,15390.406174126781,36,3.91,54,4771,804,0
L762,11751.6767328325,36,9.24,24,3643,393,0
L763,6525.8418969311415,60,6.17,47,2023,606,0
L764,13990.398569940862,48,3.44,41,4337,816,0
L765,15945.247897444704,12,8.04,56,4943,473,0
L766,47067.9975868128,48,9.78,58,14591,372,0
L767,32329.2078551873,24,8.35,51,10022,444,0
L768,21696.892040908977,36,9.76,27,6726,355,0
L769,11987.161882845341,36,6.8,64,3716,543,0
L770,29335.643208448742,48,7.52,54,9094,503,0
L771,19783.978425051257,12,9.05,38,6133,315,0
L772,27513.052663828825,36,8.29,44,8529,425,0
L773,8851.660981304525,48,3.36,33,2744,765,0
L774,19925.914679853515,12,4.47,33,6177,727,1
L775,32855.01716275021,48,4.63,45,10185,650,0
L776,25613.042343862217,12,9.05,25,7940,378,0
L777,6609.713320223386,60,3.2,59,2049,800,0
L778,28425.96084812517,12,5.83,49,8812,678,1
L779,26506.595584321894,24,6.34,64,8217,563,0
L780,16287.185238559237,60,6.91,53,5049,604,0
L781,41722.80726391863,48,3.73,44,12934,787,1
L782,23306.578203325505,60,9.02,30,7225,424,0
L783,31832.430963379393,60,8.47,45,9868,380,0
L784,18996.877375693275,48,7.6,61,5889,474,0
L785,32100.174353120015,48,8.59,30,9951,424,0
L786,38109.88441440658,24,5.05,59,11814,647,1
L787,43835.721966088626,48,5.61,36,13589,666,1
L788,38642.14536991505,36,3.0,48,11979,834,1
L789,31080.813977721973,36,4.67,32,9635,714,1
L790,25080.781388353746,24,5.78,64,7775,551,1
L791,17274.287374229494,12,6.12,52,5355,533,0
L792,36145.3576149844,12,4.87,49,11205,657,0
L793,33371.14899839479,36,6.43,47,10345,625,0
L794,42235.71327559043,48,9.4,46,13093,364,0
L795,26648.531839124153,24,7.01,23,8261,592,1
L796,13916.204618566953,12,6.65,46,4314,623,1
L797,17600.095595480132,12,5.5,59,5456,630,0
L798,40303.44471589604,60,3.01,21,12494,828,1
L799,30348.55193590123,36,8.87,55,9408,434,0
L800,20213.013013430813,48,4.5,47,6266,718,1
L801,45822.829533320255,24,8.98,24,14205,429,0
L802,34864.70549779129,12,3.04,39,10808,848,1
L803,16287.185238559237,60,5.27,42,5049,656,1
L804,21429.14865116835,36,3.0,26,6643,821,1
L805,23561.418297175016,36,3.39,29,7304,759,1
L806,12661.359093156072,24,3.75,31,3925,794,0
L807,28532.413039226867,12,3.0,42,8845,838,1
L808,28419.509200179615,24,6.12,29,8810,560,1
L809,14377.497446674295,24,7.53,49,4457,435,0
L810,28651.768526219676,60,6.83,63,8882,526,0
L811,31677.59141268602,36,7.15,30,9820,527,0
L812,38074.40035070601,48,7.34,54,11803,557,0
L813,20132.367414111348,36,5.35,51,6241,713,1
L814,16480.734676925953,36,7.85,42,5109,519,0
L815,41061.513349499015,60,7.09,24,12729,535,0
L816,46932.5129799561,48,9.76,22,14549,319,0
L817,23371.09468278108,12,5.4,25,7245,723,1
L818,38126.013534270474,48,4.3,35,11819,712,1
L819,32138.88424079336,12,4.32,39,9963,688,0
L820,20774.306384694293,48,4.74,58,6440,644,1
L821,31000.168378402508,24,4.81,35,9610,766,1
L822,12896.84424316891,48,7.27,28,3998,488,0
L823,42316.35887490989,60,5.28,40,13118,667,1
L824,10100.054858769849,12,5.68,32,3131,684,1
L825,12877.48929933224,36,8.41,24,3992,397,0
L826,32409.853454506763,60,7.25,58,10047,569,0
L827,34532.445628595095,12,6.81,63,10705,517,0
L828,22709.800768361463,12,10.09,59,7040,320,0
L829,8748.434614175609,36,6.82,56,2712,571,0
L830,43074.42750851287,24,7.29,35,13353,459,0
L831,7141.974275731858,60,3.0,21,2214,791,0
L832,24987.232493143165,36,3.75,51,7746,728,1
L833,34822.76978614517,36,9.6,29,10795,346,0
L834,28971.125099524757,24,6.13,43,8981,522,0
L835,18609.77849895984,60,8.23,46,5769,457,0
L836,22151.73322107076,36,9.86,60,6867,346,0
L837,35035.67416834856,24,3.0,64,10861,832,1
L838,9935.53783615814,60,5.99,59,3080,650,1
L839,47890.582699871346,48,5.23,38,14846,618,0
L840,37474.39709176919,12,7.92,53,11617,530,0
L841,40196.99252479435,24,5.63,61,12461,597,1
L842,7980.688508654298,12,4.3,59,2474,744,0
L843,36526.00484377228,48,9.54,34,11323,404,0
L844,9232.308210092402,36,6.96,21,2862,598,0
L845,35493.74117248312,36,9.36,33,11003,367,0
L846,20232.367957267485,60,3.0,35,6272,837,1
L847,34445.34838133007,24,9.78,57,10678,340,0
L848,35106.64229574969,24,7.31,25,10883,499,0
L849,16477.508852953175,60,3.0,34,5108,847,1
L850,41335.708387185194,12,5.79,34,12814,674,1
L851,7312.942946289125,36,5.56,25,2267,705,0
L852,35406.6439252181,36,6.78,31,10976,533,0
L853,18945.264192128816,24,3.87,52,5873,807,1
L854,42461.520953684936,24,5.92,25,13163,541,0
L855,27519.50431177438,60,5.04,56,8531,638,1
L856,14196.851304198693,48,9.78,35,4401,319,0
L857,22287.217827927463,12,7.3,27,6909,470,0
L858,43655.07582361302,48,8.08,25,13533,515,0
L859,42784.103350962796,48,10.36,50,13263,315,0
L860,13922.656266512511,24,6.66,35,4316,582,1
L861,32825.98474699521,24,7.12,50,10176,600,1
L862,30996.94255442973,24,7.31,34,9609,464,0
L863,10325.862536864353,48,7.5,44,3201,557,1
L864,23180.77106838714,12,5.08,44,7186,652,0
L865,7341.975362044132,24,8.99,55,2276,386,0
L866,23635.612248548925,36,3.18,25,7327,825,1
L867,33864.70006622992,12,9.66,32,10498,308,0
L868,8483.917048407762,36,4.63,40,2630,762,0
L869,14790.402915189958,12,3.0,25,4585,835,0
L870,27938.8614282356,24,6.19,56,8661,596,0
L871,30455.00412700292,60,6.6,41,9441,516,0
L872,30322.745344118997,24,7.56,59,9400,527,0
L873,10119.40980260652,48,9.59,23,3137,331,0
L874,39913.12001518983,48,4.01,49,12373,730,1
L875,28929.189387878636,12,7.29,45,8968,469,0
L876,11977.484410927005,48,6.59,47,3713,530,0
L877,36258.26145403166,24,9.41,56,11240,369,0
L878,37984.07727946821,36,8.69,42,11775,410,0
L879,17261.38407833838,24,9.42,58,5351,388,0
L880,32558.24135725458,12,10.01,55,10093,301,0
L881,38793.759096635644,48,8.8,21,12026,355,0
L882,26500.14393637634,36,7.43,23,8215,570,0
L883,35945.35652867213,60,7.23,44,11143,573,1
L884,39432.472243245815,36,3.0,28,12224,843,1
L885,10400.05648823826,36,7.34,59,3224,569,1
L886,24016.259477336804,24,7.95,38,7445,489,0
L887,32980.82429768858,60,3.68,61,10224,782,1
L888,6761.327046943981,12,5.97,23,2096,607,0
L889,20509.788818926445,12,9.51,38,6358,321,0
L890,16583.961044054868,36,10.31,36,5141,313,0
L891,32193.723248330596,36,3.16,52,9980,785,1
L892,41835.711102965884,48,3.0,21,12969,845,1
L893,43451.84891332797,60,4.08,46,13470,763,1
L894,7003.263844902377,36,4.06,32,2171,732,0
L895,22106.57168545186,48,5.02,58,6853,699,0
L896,35780.839506060416,60,7.36,41,11092,578,0
L897,46961.5453957111,12,8.86,61,14558,409,0
L898,35267.93349438862,48,10.21,33,10933,347,0
L899,23971.0979417179,60,9.33,32,7431,381,0
L900,30764.68322838967,48,5.56,33,9537,577,0
L901,41309.90179540297,36,5.9,38,12806,680,1
L902,39077.63160624017,24,5.41,39,12114,609,1
L903,41577.64518514359,12,3.84,39,12889,841,1
L904,34135.66927994332,36,7.39,26,10582,539,0
L905,9541.987311479148,36,8.28,27,2958,482,0
L906,21516.245898433375,60,7.09,27,6670,483,0
L907,33984.05555322273,48,4.68,48,10535,765,1
L908,17680.7411947996,12,4.65,48,5481,736,1
L909,11512.965758846884,36,6.14,39,3569,532,0
L910,32035.657873664444,60,10.65,36,9931,300,0
L911,34345.34783817393,12,4.33,37,10647,804,1
L912,24329.16440269633,48,5.51,42,7542,661,1
L913,34306.63795050059,36,6.26,39,10635,582,1
L914,46722.834421725485,36,3.08,49,14484,828,1
L915,42280.87481120933,36,7.98,39,13107,468,0
L916,40651.83370495613,12,8.25,55,12602,485,0
L917,17680.7411947996,12,8.49,45,5481,421,0
L918,32035.657873664444,12,3.63,40,9931,740,1
L919,24816.2638225859,12,3.57,57,7693,773,1
L920,11022.640514984534,60,8.7,39,3417,421,0
L921,25342.073130148816,24,6.53,62,7856,591,1
L922,31213.072760605897,60,6.84,33,9676,546,0
L923,29067.899818708116,36,7.02,32,9011,487,0
L924,28093.700978928973,60,3.0,35,8709,822,1
L925,8612.950007318907,48,6.31,24,2670,583,0
L926,23913.033110207885,12,8.13,35,7413,423,0
L927,25809.817606201712,48,6.43,37,8001,546,0
L928,13819.429899383595,48,5.47,47,4284,705,0
L929,47574.45195053904,36,5.68,31,14748,636,0
L930,24000.13035747291,12,7.91,43,7440,458,0
L931,33196.95450386475,48,6.41,35,10291,566,1
L932,15442.019357691239,36,6.6,51,4787,591,1
L933,31796.946899678827,12,7.35,46,9857,450,0
L934,7764.558302478131,24,7.21,27,2407,584,0
L935,9603.277966961943,36,7.21,33,2977,450,0
L936,41903.453406394234,60,8.76,33,12990,423,0
L937,24364.648466396895,12,6.9,40,7553,571,1
L938,33335.66493469423,48,4.87,54,10334,639,1
L939,30490.488190703487,48,5.29,30,9452,746,1
L940,42800.23247082669,60,3.24,57,13268,756,1
L941,35196.96536698749,60,3.0,47,10911,830,1
L942,37584.075106843666,48,8.32,54,11651,412,0
L943,34222.76652720835,12,3.87,56,10609,829,1
L944,36438.907596507255,36,3.0,36,11296,825,1
L945,8206.496186748802,60,9.2,41,2544,363,0
L946,29525.96682284268,60,4.38,36,9153,692,1
L947,28903.382796096408,60,3.8,37,8960,798,1
L948,30787.26399619912,24,3.71,35,9544,817,1
L949,26780.790622008077,12,4.52,33,8302,654,0
L950,25500.138504814968,12,7.11,53,7905,452,0
L951,43484.10715305575,12,4.95,25,13480,628,0
L952,35367.93403754476,12,4.6,47,10964,778,1
L953,38338.91791647386,12,5.85,21,11885,690,1
L954,36322.777933487225,48,4.61,64,11260,711,1
L955,44822.82410175888,60,7.41,50,13895,557,1
L956,20074.302582601333,48,3.5,43,6223,806,1
L957,11525.869054737997,24,6.01,35,3573,593,1
L958,22490.444738212518,36,3.99,56,6972,776,1
L959,18687.198274306527,60,4.12,39,5793,807,1
L960,30706.618396879654,24,7.85,50,9519,418,0
L961,15009.758945338905,48,3.52,36,4653,777,0
L962,8193.592890857686,36,6.6,38,2540,618,0
L963,13583.944749370756,24,5.78,46,4211,694,1
L964,41574.41936117082,36,8.53,37,12888,347,0
L965,37903.43168014875,24,4.82,31,11750,737,1
L966,33296.955047020885,48,3.0,49,10322,774,1
L967,41726.03308789141,36,3.0,29,12935,849,1
L968,47713.16238136852,24,7.32,37,14791,435,0
L969,24332.390226669108,48,3.44,47,7543,817,1
L970,18774.295521571552,60,5.52,57,5820,623,1
L971,13648.461228826329,48,6.7,42,4231,496,0
L972,35538.902708102025,48,7.5,28,11017,410,0
L973,15219.437503569514,60,3.0,23,4718,849,0
L974,31258.234296224797,48,8.04,58,9690,414,0
L975,9748.44004573698,60,3.0,55,3022,787,1
L976,41267.966083756844,60,6.03,52,12793,664,1
L977,23722.70949581395,60,3.66,28,7354,783,1
L978,20083.98005451967,24,6.56,64,6226,609,0
L979,35122.77141561358,36,8.32,47,10888,412,0
L980,36222.77739033109,24,5.65,52,11229,569,1
L981,9074.24283542625,60,5.68,56,2813,619,0
L982,18829.134529108786,36,8.47,54,5837,474,0
L983,35000.19010464799,36,8.67,45,10850,318,0
L984,40706.67271249337,60,8.14,51,12619,502,0
L985,9945.215308076477,36,8.63,62,3083,425,0
